CIRCUIT,DISTRICT,OFFICE,DOCKET,ORIGIN,FILEDATE,FDATEUSE,JURIS,NOS,TITL,SECTION,SUBSECT,RESIDENC,JURY,CLASSACT,DEMANDED,FILEJUDG,FILEMAG,COUNTY,ARBIT,MDLDOCK,PLT,DEF,TRANSDAT,TRANSOFF,TRANSDOC,TRANSORG,TERMDATE,TDATEUSE,TRCLACT,TERMJUDG,TERMMAG,PROCPROG,DISP,NOJ,AMTREC,JUDGMENT,DJOINED,PRETRIAL,TRIBEGAN,TRIALEND,TRMARB,PROSE,IFP,STATUSCD,TAPEYEAR,yr_term,yr_file,new,CASENAME,MAGISINV,OTHERINV,fjc_ID,CDD_ID,cases_tot_yr,cases_tot_typ_yr,cases_pct_tot_yr,cases_tot_yr_term,NOS_t,DISP_t,DEF_typ_old,PLT_typ_old,PLT_typ,DEF_typ
8,66,2,9604368,1,1996-10-23,1996-10-01,federal question,893,NA,1331,-8,-8,-8,-8,0,NA,NA,29019,-8,-8,COLUMBIA CEMETERY,"COASTAL REFINING, ET AL",NA,-8,-8,-8,1997-10-10,1997-10-01,-8,NA,NA,4,13,-8,0,-8,03/20/1997,NA,NA,NA,-8,-8,NA,NA,1998,1997,1996,1,NA,NA,NA,8-66-9604368-1996-10-23-1,8-66-9604368,261357,1096,0.419,248214,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
9,72,1,9606228,4,1997-08-18,1997-08-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,0,NA,NA,06029,-8,-8,USA,"ATCHISON TOPEKA, ET AL",NA,-8,-8,-8,1998-03-31,1998-03-01,-8,NA,NA,1,14,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1997,1,NA,NA,NA,9-72-9606228-1997-08-18-1,9-72-9606228,273848,933,0.341,270331,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),Unknown,FED,FED,BIZ
9,74,3,9601883,4,1997-04-18,1997-04-01,federal question,893,NA,9607,-8,-8,-8,-8,5000,NA,NA,06073,-8,-8,"FOX, ET AL","SAN DIEGO COUNTY OF, ET AL",NA,-8,-8,-8,1998-06-30,1998-06-01,-8,NA,NA,4,13,-8,0,-8,05/08/1997,NA,NA,NA,-8,-8,NA,NA,1998,1998,1997,1,NA,NA,NA,9-74-9601883-1997-04-18-1,9-74-9601883,273848,933,0.341,270331,ENVIRONMENTAL MATTERS,Settled,LOC,Unknown,FED,LOC
9,77,9,9600042,1,1996-02-29,1996-02-01,US govt plaintiff,893,NA,7413,-8,-8,-8,-8,0,NA,NA,30063,-8,-8,EPA,PLUM CREEK MFG.,NA,-8,-8,-8,1997-10-22,1997-10-01,-8,NA,NA,10,13,-8,0,-8,05/28/1996,NA,NA,NA,-8,-8,NA,NA,1998,1997,1996,1,NA,NA,NA,9-77-9600042-1996-02-29-1,9-77-9600042,261357,1096,0.419,248214,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
9,79,3,9400940,8,1998-08-07,1998-08-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,41051,-8,-8,"AMERICAN RIVERS, ET AL","NAT MARINE FISHERIES, ET AL",NA,-8,-8,-8,1998-09-08,1998-09-01,-8,NA,NA,10,17,0,0,3,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1998,1,NA,NA,NA,9-79-9400940-1998-08-07-1,9-79-9400940,251904,1007,0.4,270331,ENVIRONMENTAL MATTERS,Judgement Issued,FED,NGO,NGO,FED
10,89,1,9501015,5,1995-02-24,1995-02-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"NATL AUDUBON SOCIETY, ET AL","DOI-SEC, ET AL",NA,-8,-8,-8,1997-12-19,1997-12-01,-8,NA,NA,10,17,0,0,1,11/15/1995,10/03/1995,NA,NA,-8,-8,NA,NA,1998,1997,1995,1,NA,NA,NA,10-89-9501015-1995-02-24-1,10-89-9501015,254507,1068,0.42,248214,ENVIRONMENTAL MATTERS,Judgement Issued,FED,NGO,NGO,FED
3,11,1,9200597,8,1998-09-25,1998-09-01,US govt defendant,893,NA,1319,-8,-8,-8,-8,0,NA,NA,10005,-8,-8,SALT POND ASSOCIATES,"U.S. ARMY ENGINEERS, ET AL",NA,-8,-8,-8,1998-10-01,1998-10-01,-8,NA,NA,10,14,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1999,1998,1998,1,NA,NA,NA,3-11-9200597-1998-09-25-1,3-11-9200597,251904,1007,0.4,270331,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,BIZ,BIZ,FED
3,13,2,9706074,1,1997-09-26,1997-09-01,federal question,893,NA,9604,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"KEYSTONE COKE CO, ET AL","PASQUALE, ET AL",NA,-8,-8,-8,1999-04-12,1999-04-01,-8,NA,NA,12,14,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1999,1999,1997,1,NA,NA,NA,3-13-9706074-1997-09-26-1,3-13-9706074,273848,933,0.341,267634,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),Unknown,BIZ,BIZ,IND
5,36,3,9901163,1,1999-06-29,1999-06-01,federal question,893,NA,7604,-8,-8,-8,-8,0,NA,NA,22073,-8,-8,"CITIZENS CLEAN AIR, ET AL",ENTERGY LA INC,NA,-8,-8,-8,1999-08-06,1999-08-01,-8,NA,NA,12,12,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1999,1999,1999,1,NA,NA,NA,5-36-9901163-1999-06-29-1,5-36-9901163,258681,818,0.316,267634,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,NGO,NGO,BIZ
6,47,1,9801216,1,1998-05-27,1998-05-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,39007,-8,-8,CONSOLIDATED RAIL,AMER PREMIER UNDER,NA,-8,-8,-8,1999-04-29,1999-04-01,-8,NA,NA,10,13,-8,0,-8,07/14/1998,NA,NA,NA,-8,0,NA,NA,1999,1999,1998,1,NA,NA,NA,6-47-9801216-1998-05-27-1,6-47-9801216,251904,1007,0.4,267634,ENVIRONMENTAL MATTERS,Settled,Unknown,BIZ,BIZ,BIZ
7,57,2,9600691,1,1996-06-12,1996-06-01,federal question,893,NA,6901,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"RAYTHEON COMPANY, ET AL","MCGRAW-EDISON CO, ET AL",NA,-8,-8,-8,1999-02-26,1999-02-01,-8,NA,NA,10,13,-8,0,-8,10/30/1997,NA,NA,NA,-8,0,NA,NA,1999,1999,1996,1,NA,NA,NA,7-57-9600691-1996-06-12-1,7-57-9600691,261357,1096,0.419,267634,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
8,65,4,9900071,1,1999-01-19,1999-01-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,0,NA,NA,29189,-8,-8,USA,J.S. ALBERICI CONSTR,NA,-8,-8,-8,1999-04-02,1999-04-01,-8,NA,NA,10,5,0,0,1,NA,NA,NA,NA,-8,0,NA,NA,1999,1999,1999,1,NA,NA,NA,8-65-9900071-1999-01-19-1,8-65-9900071,258681,818,0.316,267634,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
9,71,3,9703888,1,1997-10-23,1997-10-01,US govt defendant,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06075,-8,-8,SIERRA CLUB,"US ENVIRONMENTAL, ET AL",NA,-8,-8,-8,1998-11-07,1998-11-01,-8,NA,NA,10,5,0,0,3,12/24/1997,NA,NA,NA,-8,0,NA,NA,1999,1998,1997,1,NA,NA,NA,9-71-9703888-1997-10-23-1,9-71-9703888,273848,933,0.341,270331,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),FED,NGO,NGO,FED
9,73,2,9708474,1,1997-11-18,1997-11-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06037,-8,-8,PALO CENTRE INC,"BILL ALVAREZ, ET AL",NA,-8,-8,-8,1999-05-28,1999-05-01,-8,NA,NA,4,6,1,200,1,01/07/1998,NA,NA,NA,-8,0,NA,NA,1999,1999,1997,1,NA,NA,NA,9-73-9708474-1997-11-18-1,9-73-9708474,273848,933,0.341,267634,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,BIZ,BIZ,IND
10,82,1,9503270,1,1995-12-29,1995-12-01,federal question,893,NA,9613,-8,-8,-8,-8,0,NA,NA,08031,-8,-8,POCOL HOLDINGS LTD,TEXAS INSTRUMENTS,NA,-8,-8,-8,1998-11-09,1998-11-01,-8,NA,NA,5,13,-8,0,-8,06/05/1996,11/21/1997,NA,NA,-8,0,NA,NA,1999,1998,1995,1,NA,NA,NA,10-82-9503270-1995-12-29-1,10-82-9503270,254507,1068,0.42,270331,ENVIRONMENTAL MATTERS,Settled,Unknown,BIZ,BIZ,BIZ
11,26,2,9502961,1,1995-11-17,1995-11-01,federal question,893,NA,2201,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"NORFOLK SO RAILWAY, ET AL","RED HOT BATTERY SVC, ET AL",NA,-8,-8,-8,1999-03-30,1999-03-01,-8,NA,NA,3,13,-8,0,-8,12/14/1995,NA,NA,NA,-8,2,NA,NA,1999,1999,1995,1,NA,NA,NA,11-26-9502961-1995-11-17-1,11-26-9502961,254507,1068,0.42,267634,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
11,26,2,9803143,5,1998-12-18,1998-12-01,US govt plaintiff,893,NA,1365,-8,-8,-8,-8,34,NA,NA,01117,-8,-8,USA,ALABAMA PLATING COM,NA,-8,-8,-8,1999-08-05,1999-08-01,-8,NA,NA,4,14,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1999,1999,1998,1,NA,NA,NA,11-26-9803143-1998-12-18-1,11-26-9803143,251904,1007,0.4,267634,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,FED,FED,BIZ
3,11,1,9900626,1,1999-09-17,1999-09-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,0,NA,NA,10003,-8,-8,U.S.A.,"WITCO CORPORATION, ET AL",NA,-8,-8,-8,2000-04-11,2000-04-01,-8,NA,NA,12,5,0,0,1,NA,NA,NA,NA,-8,0,NA,NA,2000,2000,1999,1,NA,NA,NA,3-11-9900626-1999-09-17-1,3-11-9900626,258681,818,0.316,252598,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
3,13,2,8701258,4,1991-09-03,1991-09-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,42101,-8,-8,WILLIAMS,"SOUTHEASTERN TRANS., ET AL",NA,-8,-8,-8,2000-09-06,2000-09-01,-8,NA,NA,2,6,0,0,2,NA,NA,NA,NA,-8,0,NA,NA,2000,2000,1991,1,NA,NA,NA,3-13-8701258-1991-09-03-1,3-13-8701258,217355,1083,0.498,252598,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,FED,FED,LOC
6,51,2,9802704,1,1998-08-14,1998-08-01,US govt plaintiff,893,NA,1365,-8,-8,-8,-8,1400,NA,NA,47157,-8,-8,USA,"WILLIAMS, ET AL",NA,-8,-8,-8,2000-02-29,2000-02-01,-8,NA,NA,4,14,-8,0,-8,11/13/1998,NA,NA,NA,-8,2,NA,NA,2000,2000,1998,1,NA,NA,NA,6-51-9802704-1998-08-14-1,6-51-9802704,251904,1007,0.4,252598,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,FED,FED,FED
9,72,2,9900012,1,1999-01-06,1999-01-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06063,-8,-8,CALIFORNIA SPORT,SOPER COMPANY,NA,-8,-8,-8,1999-11-08,1999-11-01,-8,NA,NA,10,12,-8,0,-8,04/20/1999,NA,NA,NA,-8,0,NA,NA,2000,1999,1999,1,NA,NA,NA,9-72-9900012-1999-01-06-1,9-72-9900012,258681,818,0.316,267634,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,Unknown,NGO,BIZ
9,80,2,0000255,1,2000-07-26,2000-07-01,US govt plaintiff,893,NA,9606,-8,-8,-8,-8,0,NA,NA,53063,-8,-8,USA,"KAISER ALUMINUM CHEM, ET AL",NA,-8,-8,-8,2000-09-08,2000-09-01,-8,NA,NA,10,13,-8,0,-8,NA,NA,NA,NA,-8,2,NA,NA,2000,2000,2000,1,NA,NA,NA,9-80-0000255-2000-07-26-1,9-80-0000255,254064,926,0.364,252598,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
9,80,2,9900324,1,1999-11-17,1999-11-01,US govt plaintiff,893,NA,9606,-8,-8,-8,-8,0,NA,NA,53007,-8,-8,USA,INTALCO ALUMINUM,NA,-8,-8,-8,2000-04-05,2000-04-01,-8,NA,NA,10,13,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,2000,2000,1999,1,NA,NA,NA,9-80-9900324-1999-11-17-1,9-80-9900324,258681,818,0.316,252598,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
0,90,1,0001481,1,2000-06-23,2000-06-01,US govt defendant,893,NA,1801,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"NATL RESOURCES, ET AL","DALEY, ET AL",NA,-8,-8,-8,2000-11-01,2000-11-01,-8,NA,NA,1,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2001,2000,2000,1,NA,NA,NA,0-90-0001481-2000-06-23-1,0-90-0001481,254064,926,0.364,252598,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
2,05,3,9700035,8,2001-02-02,2001-02-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,9999,NA,NA,09001,-8,-8,USA,"RAYMARK INDUSTRIES, ET AL",NA,-8,-8,-8,2001-02-02,2001-02-01,-8,NA,NA,2,14,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2001,2001,2001,1,NA,NA,NA,2-05-9700035-2001-02-02-1,2-05-9700035,264718,1763,0.666,248235,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,FED,FED,BIZ
6,47,5,0001602,1,2000-06-28,2000-06-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,39151,-8,-8,"KUNTZ PROPERTIES, INC.","RICHARD T. KIKO AGENCY, INC.",NA,-8,-8,-8,2000-11-09,2000-11-01,-8,NA,NA,5,13,-8,0,-8,07/13/2000,11/09/2000,NA,NA,-8,0,-8,L,2001,2000,2000,1,NA,NA,NA,6-47-0001602-2000-06-28-1,6-47-0001602,254064,926,0.364,252598,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
9,71,3,0001018,1,2000-03-23,2000-03-01,US govt defendant,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06041,-8,-8,"TURTLE ISLAND RESTOR, ET AL",NATIONAL MARINE FISH,NA,-8,-8,-8,2000-12-05,2000-12-01,-8,NA,NA,10,13,-8,0,-8,05/18/2000,NA,NA,NA,-8,0,-8,L,2001,2000,2000,1,NA,NA,NA,9-71-0001018-2000-03-23-1,9-71-0001018,254064,926,0.364,252598,ENVIRONMENTAL MATTERS,Settled,FED,Unknown,BIZ,FED
9,71,3,9903202,4,2000-10-19,2000-10-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,06001,-8,-8,CENTER FOR BIOLOGIC,"BABBITT, ET AL",NA,-8,-8,-8,2000-11-22,2000-11-01,-8,NA,NA,10,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2001,2000,2000,1,NA,NA,NA,9-71-9903202-2000-10-19-1,9-71-9903202,254064,926,0.364,252598,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
9,73,2,9902821,1,1999-03-18,1999-03-01,US govt defendant,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06037,-8,-8,"SOUTHWEST CENTER, ET AL","DAVIES, ET AL",NA,-8,-8,-8,2000-11-21,2000-11-01,-8,NA,NA,3,13,-8,0,-8,06/14/1999,NA,NA,NA,-8,0,-8,L,2001,2000,1999,1,NA,NA,NA,9-73-9902821-1999-03-18-1,9-73-9902821,258681,818,0.316,252598,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
9,79,3,0000742,1,2000-06-01,2000-06-01,US govt defendant,893,NA,0551,-8,-8,-8,-8,0,NA,NA,41051,-8,-8,"LEAGUE OF WILD/BLUE, ET AL","KETTLE RANGE CONSER, ET AL",NA,-8,-8,-8,2000-10-02,2000-10-01,-8,NA,NA,12,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2001,2000,2000,1,NA,NA,NA,9-79-0000742-2000-06-01-1,9-79-0000742,254064,926,0.364,252598,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,NGO
9,79,3,0000833,1,2000-06-16,2000-06-01,federal question,893,NA,1331,-8,-8,-8,-8,0,NA,NA,41009,-8,-8,DENISON,OR FORESTRY DEPT,NA,-8,-8,-8,2001-07-24,2001-07-01,-8,NA,NA,4,14,-8,0,-8,05/15/2001,NA,NA,NA,-8,1,-8,L,2001,2001,2000,1,NA,NA,NA,9-79-0000833-2000-06-16-1,9-79-0000833,254064,926,0.364,248235,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,Unknown,NGO,FED
9,79,3,0001045,1,2000-07-31,2000-07-01,US govt defendant,893,NA,1531,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"CENTER FOR BIOLOGICA, ET AL","BADGLEY, ET AL",NA,-8,-8,-8,2001-08-21,2001-08-01,-8,NA,NA,3,12,-8,0,-8,10/02/2000,NA,NA,NA,-8,0,-8,L,2001,2001,2000,1,NA,NA,NA,9-79-0001045-2000-07-31-1,9-79-0001045,254064,926,0.364,248235,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,NGO,NGO,FED
9,80,2,9903031,1,1999-05-03,1999-05-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,53077,-8,-8,"C A R E, ET AL","HENRY BOSMA DAIRY, ET AL",NA,-8,-8,-8,2001-06-15,2001-06-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2001,2001,1999,1,NA,NA,NA,9-80-9903031-1999-05-03-1,9-80-9903031,258681,818,0.316,248235,ENVIRONMENTAL MATTERS,Settled,Unknown,Unknown,BIZ,BIZ
10,82,1,9700529,1,1997-03-17,1997-03-01,US govt defendant,893,NA,4321,-8,-8,-8,-8,0,NA,NA,08031,-8,-8,SIERRA CLUB,"DOE, ET AL",NA,-8,-8,-8,2001-03-08,2001-03-01,-8,NA,NA,5,6,0,0,2,08/17/1998,08/25/1998,NA,NA,-8,0,-8,L,2001,2001,1997,1,NA,NA,NA,10-82-9700529-1997-03-17-1,10-82-9700529,273848,933,0.341,248235,ENVIRONMENTAL MATTERS,Judgement Issued,FED,NGO,NGO,IND
0,90,1,9901471,1,1999-06-08,1999-06-01,US govt defendant,893,NA,0706,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"SOUTHWEST CENTER, ET AL","BABBITT, ET AL",NA,-8,-8,-8,2002-01-04,2002-01-01,-8,NA,NA,3,13,-8,0,-8,08/13/1999,NA,NA,NA,-8,0,-8,L,2002,2002,1999,1,NA,NA,NA,0-90-9901471-1999-06-08-1,0-90-9901471,258681,818,0.316,259401,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
3,12,2,9603609,8,1999-04-14,1999-04-01,federal question,893,NA,4321,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,MORTON INTERNATIONAL,"A.E. STALEY, ET AL",NA,-8,-8,-8,2001-10-25,2001-10-01,-8,NA,NA,5,13,-8,0,-8,09/30/1999,11/17/1999,NA,NA,-8,2,-8,L,2002,2001,1999,1,NA,NA,NA,3-12-9603609-1999-04-14-1,3-12-9603609,258681,818,0.316,248235,ENVIRONMENTAL MATTERS,Settled,Unknown,Unknown,BIZ,BIZ
4,20,2,9801571,1,1998-06-01,1998-06-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,45019,-8,-8,SC DHEC,"CARBONE OF AMERICA, ET AL",NA,-8,-8,-8,2002-06-13,2002-06-01,-8,NA,NA,5,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2002,2002,1998,1,NA,NA,NA,4-20-9801571-1998-06-01-1,4-20-9801571,251904,1007,0.4,259401,ENVIRONMENTAL MATTERS,Settled,Unknown,Unknown,BIZ,BIZ
5,41,4,0104430,1,2001-12-20,2001-12-01,US govt plaintiff,893,NA,1345,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,USA,CONOCO INCORPPORATED,NA,-8,-8,-8,2002-04-12,2002-04-01,-8,NA,NA,10,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2002,2002,2001,1,NA,NA,NA,5-41-0104430-2001-12-20-1,5-41-0104430,264718,1763,0.666,259401,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
6,43,3,0100036,1,2001-05-21,2001-05-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"AMERICAN CANOE ASSOC, ET AL","EMINENCE, CTY OF, ET AL",NA,-8,-8,-8,2002-07-03,2002-07-01,-8,NA,NA,10,5,2,55,1,10/11/2001,NA,NA,NA,-8,0,-8,L,2002,2002,2001,1,NA,NA,NA,6-43-0100036-2001-05-21-1,6-43-0100036,264718,1763,0.666,259401,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),LOC,BIZ,NGO,LOC
6,48,1,0100821,1,2001-11-28,2001-11-01,US govt plaintiff,893,NA,6901,-8,-8,-8,-8,0,NA,NA,39061,-8,-8,USA,"CLEAN HARBORS INC, ET AL",NA,-8,-8,-8,2002-03-08,2002-03-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2002,2002,2001,1,NA,NA,NA,6-48-0100821-2001-11-28-1,6-48-0100821,264718,1763,0.666,259401,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
6,48,1,0200135,1,2002-02-27,2002-02-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,39061,-8,-8,"SIERRA CLUB, ET AL","BOARD OF COUNTY COMM, ET AL",NA,-8,-8,-8,2002-04-18,2002-04-01,-8,NA,NA,2,17,0,0,-8,NA,NA,NA,NA,-8,0,-8,L,2002,2002,2002,1,NA,NA,NA,6-48-0200135-2002-02-27-1,6-48-0200135,253656,760,0.3,259401,ENVIRONMENTAL MATTERS,Judgement Issued,LOC,NGO,NGO,LOC
8,65,4,9901277,1,1999-08-11,1999-08-01,federal question,893,NA,2201,-8,-8,-8,-8,50,NA,NA,29510,-8,-8,"MEW SITE TRUST FUND, ET AL","ALLEN TRANSFORMER CO, ET AL",NA,-8,-8,-8,2002-09-30,2002-09-01,-8,NA,NA,10,14,-8,0,-8,03/02/2000,NA,NA,NA,-8,0,-8,L,2002,2002,1999,1,NA,NA,NA,8-65-9901277-1999-08-11-1,8-65-9901277,258681,818,0.316,259401,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,NGO,NGO,BIZ
9,71,4,0104847,1,2001-12-11,2001-12-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,0,NA,NA,06075,-8,-8,UNITED STATES OF AMERICA,DEL NORTE COUNTY,NA,-8,-8,-8,2002-03-04,2002-03-01,-8,NA,NA,1,5,0,0,1,NA,NA,NA,NA,-8,0,-8,L,2002,2002,2001,1,NA,NA,NA,9-71-0104847-2001-12-11-1,9-71-0104847,264718,1763,0.666,259401,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),LOC,FED,FED,LOC
9,72,2,0000719,1,2000-04-03,2000-04-01,federal question,893,NA,1319,-8,-8,-8,-8,0,NA,NA,06063,-8,-8,CALIFORNIA SPORT,EL DORADO IRRIGATION,NA,-8,-8,-8,2002-03-14,2002-03-01,-8,NA,NA,3,13,-8,0,-8,01/18/2001,NA,NA,NA,-8,0,-8,L,2002,2002,2000,1,NA,NA,NA,9-72-0000719-2000-04-03-1,9-72-0000719,254064,926,0.364,259401,ENVIRONMENTAL MATTERS,Settled,Unknown,Unknown,NGO,LOC
9,74,3,0102145,1,2001-11-21,2001-11-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,06037,-8,-8,BUILDING INDUSTRY,"NORTON, ET AL",NA,-8,-8,-8,2002-09-24,2002-09-01,-8,NA,NA,4,6,0,0,1,02/01/2002,NA,NA,NA,-8,0,-8,L,2002,2002,2001,1,NA,NA,NA,9-74-0102145-2001-11-21-1,9-74-0102145,264718,1763,0.666,259401,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,FED
10,84,1,0000714,1,2000-05-16,2000-05-01,US govt defendant,893,NA,1391,-8,-8,-8,-8,0,NA,NA,35049,-8,-8,"FOREST GUARDIANS, ET AL",FOREST SERVICE,05/24/2001,6,0000714,1,2002-04-19,2002-04-01,-8,NA,NA,10,14,-8,0,-8,07/28/2000,NA,NA,NA,-8,0,-8,L,2002,2002,2000,1,NA,NA,NA,10-84-0000714-2000-05-16-1,10-84-0000714,254064,926,0.364,259401,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,NGO,NGO,FED
11,26,2,0100194,1,2001-01-18,2001-01-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,01073,-8,-8,"AL-TOMBIGBEE RIVERS, ET AL","BABBITT, ET AL",NA,-8,-8,-8,2002-07-30,2002-07-01,-8,NA,NA,4,14,-8,0,-8,03/19/2001,NA,NA,NA,-8,0,-8,L,2002,2002,2001,1,NA,NA,NA,11-26-0100194-2001-01-18-1,11-26-0100194,264718,1763,0.666,259401,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,NGO,NGO,FED
3,13,2,0101247,1,2001-03-16,2001-03-01,US govt defendant,893,NA,0702,-8,-8,-8,-8,0,NA,NA,42101,-8,-8,BIL-DRY CORPORATION,UNITED STATES ENV.,NA,-8,-8,-8,2003-01-07,2003-01-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2003,2003,2001,1,NA,NA,NA,3-13-0101247-2001-03-16-1,3-13-0101247,264718,1763,0.666,251989,ENVIRONMENTAL MATTERS,Settled,FED,BIZ,BIZ,FED
6,46,1,0100561,1,2001-08-30,2001-08-01,federal question,893,NA,9613,-8,-8,-8,-8,2000,NA,NA,26077,-8,-8,AERO-MOTIVE COMPANY,AERO-MOTIVE MANUFACTURING COMP,NA,-8,-8,-8,2003-05-12,2003-05-01,-8,NA,NA,1,18,0,0,-8,NA,NA,NA,NA,-8,0,-8,L,2003,2003,2001,1,NA,NA,NA,6-46-0100561-2001-08-30-1,6-46-0100561,264718,1763,0.666,251989,ENVIRONMENTAL MATTERS,Unknown,BIZ,BIZ,BIZ,BIZ
6,46,4,0200127,1,2002-06-27,2002-06-01,federal question,893,NA,1331,PI,-8,-8,-8,0,NA,NA,26025,-8,-8,CARTER,"H&M DEMOLITION COMPANIES, INC.",NA,-8,-8,-8,2002-11-01,2002-11-01,-8,NA,NA,2,14,-8,0,-8,NA,NA,NA,NA,-8,1,-8,L,2003,2002,2002,1,NA,NA,NA,6-46-0200127-2002-06-27-1,6-46-0200127,253656,760,0.3,259401,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,Unknown,FED,BIZ
